legacy_id,sale_legacy_id,customer_legacy_id,folio,sale_reference,issue_date,due_date,credit_days_applied,total,paid_amount,balance,notes
credit-note:1,sale:1,2,MIG-JM-CRED-1,MIG-JM-VENTA-1,2025-07-08,2025-07-23,15,230,230,0,Venta origen: 1 | Usuario origen: ALONDRA2025 | Credito abonado origen: 230 | Status origen: 0
credit-note:1192,sale:1192,53,MIG-JM-CRED-1192,MIG-JM-VENTA-1192,2026-02-04,2026-03-06,30,8500,8500,0,Venta origen: 1192 | Usuario origen: ALONDRA26 | Credito abonado origen: 8500 | Status origen: 1
credit-note:1193,sale:1193,5,MIG-JM-CRED-1193,MIG-JM-VENTA-1193,2026-02-04,2026-02-19,15,7200,7200,0,Venta origen: 1193 | Usuario origen: ALONDRA26 | Credito abonado origen: 7200 | Status origen: 1
credit-note:1194,sale:1194,2,MIG-JM-CRED-1194,MIG-JM-VENTA-1194,2026-02-05,2026-02-05,1,868,868,0,Venta origen: 1194 | Usuario origen: ALONDRA26 | Credito abonado origen: 868 | Status origen: 1
credit-note:1195,sale:1195,53,MIG-JM-CRED-1195,MIG-JM-VENTA-1195,2026-02-05,2026-03-07,30,1760,1760,0,Venta origen: 1195 | Usuario origen: ALONDRA26 | Credito abonado origen: 1760 | Status origen: 1
credit-note:1196,sale:1196,27,MIG-JM-CRED-1196,MIG-JM-VENTA-1196,2026-02-05,2026-02-20,15,2506,2506,0,Venta origen: 1196 | Usuario origen: ALONDRA26 | Credito abonado origen: 2506 | Status origen: 1
credit-note:1197,sale:1197,74,MIG-JM-CRED-1197,MIG-JM-VENTA-1197,2026-02-05,2026-03-07,30,18800,18800,0,Venta origen: 1197 | Usuario origen: ALONDRA26 | Credito abonado origen: 18800 | Status origen: 1
credit-note:1198,sale:1198,4,MIG-JM-CRED-1198,MIG-JM-VENTA-1198,2026-02-05,2026-03-07,30,4700,4700,0,Venta origen: 1198 | Usuario origen: ALONDRA26 | Credito abonado origen: 4700 | Status origen: 1
credit-note:1199,sale:1199,4,MIG-JM-CRED-1199,MIG-JM-VENTA-1199,2026-02-05,2026-03-07,30,4200,4200,0,Venta origen: 1199 | Usuario origen: ALONDRA26 | Credito abonado origen: 4200 | Status origen: 1
credit-note:1200,sale:1200,18,MIG-JM-CRED-1200,MIG-JM-VENTA-1200,2026-02-05,2026-02-20,15,4000,4000,0,Venta origen: 1200 | Usuario origen: ALONDRA26 | Credito abonado origen: 4000 | Status origen: 1
credit-note:1201,sale:1201,53,MIG-JM-CRED-1201,MIG-JM-VENTA-1201,2026-02-05,2026-03-07,30,963,963,0,Venta origen: 1201 | Usuario origen: ALONDRA26 | Credito abonado origen: 963 | Status origen: 1
credit-note:1202,sale:1202,30,MIG-JM-CRED-1202,MIG-JM-VENTA-1202,2026-02-05,2026-03-07,30,230,230,0,Venta origen: 1202 | Usuario origen: ALONDRA26 | Credito abonado origen: 230 | Status origen: 1
credit-note:1203,sale:1203,35,MIG-JM-CRED-1203,MIG-JM-VENTA-1203,2026-02-05,2026-03-07,30,8300,8300,0,Venta origen: 1203 | Usuario origen: ALONDRA26 | Credito abonado origen: 8300 | Status origen: 1
credit-note:1204,sale:1204,5,MIG-JM-CRED-1204,MIG-JM-VENTA-1204,2026-02-06,2026-02-21,15,7200,0,7200,Venta origen: 1204 | Usuario origen: ALONDRA26 | Credito abonado origen: 0 | Status origen: 0
credit-note:1205,sale:1205,5,MIG-JM-CRED-1205,MIG-JM-VENTA-1205,2026-02-06,2026-02-21,15,8200,8200,0,Venta origen: 1205 | Usuario origen: ALONDRA26 | Credito abonado origen: 8200 | Status origen: 1
credit-note:1206,sale:1206,2,MIG-JM-CRED-1206,MIG-JM-VENTA-1206,2026-02-06,2026-02-06,1,74,74,0,Venta origen: 1206 | Usuario origen: ALONDRA26 | Credito abonado origen: 74 | Status origen: 1
credit-note:1207,sale:1207,74,MIG-JM-CRED-1207,MIG-JM-VENTA-1207,2026-02-06,2026-03-08,30,8700,8700,0,Venta origen: 1207 | Usuario origen: ALONDRA26 | Credito abonado origen: 8700 | Status origen: 1
credit-note:1208,sale:1208,18,MIG-JM-CRED-1208,MIG-JM-VENTA-1208,2026-02-06,2026-02-21,15,45,45,0,Venta origen: 1208 | Usuario origen: ALONDRA26 | Credito abonado origen: 45 | Status origen: 1
credit-note:1209,sale:1209,2,MIG-JM-CRED-1209,MIG-JM-VENTA-1209,2026-02-06,2026-02-06,1,95,95,0,Venta origen: 1209 | Usuario origen: ALONDRA26 | Credito abonado origen: 95 | Status origen: 1
credit-note:1210,sale:1210,52,MIG-JM-CRED-1210,MIG-JM-VENTA-1210,2026-02-06,2026-03-08,30,7600,7600,0,Venta origen: 1210 | Usuario origen: ALONDRA26 | Credito abonado origen: 7600 | Status origen: 1
credit-note:1211,sale:1211,6,MIG-JM-CRED-1211,MIG-JM-VENTA-1211,2026-02-07,2026-02-07,1,1276,1276,0,Venta origen: 1211 | Usuario origen: ALONDRA26 | Credito abonado origen: 1276 | Status origen: 1
credit-note:1212,sale:1212,6,MIG-JM-CRED-1212,MIG-JM-VENTA-1212,2026-02-07,2026-02-07,1,75,75,0,Venta origen: 1212 | Usuario origen: ALONDRA26 | Credito abonado origen: 75 | Status origen: 1
credit-note:1213,sale:1213,5,MIG-JM-CRED-1213,MIG-JM-VENTA-1213,2026-02-07,2026-02-22,15,7200,7200,0,Venta origen: 1213 | Usuario origen: ALONDRA26 | Credito abonado origen: 7200 | Status origen: 1
credit-note:1214,sale:1214,5,MIG-JM-CRED-1214,MIG-JM-VENTA-1214,2026-02-07,2026-02-22,15,700,700,0,Venta origen: 1214 | Usuario origen: ALONDRA26 | Credito abonado origen: 700 | Status origen: 1
credit-note:1215,sale:1215,6,MIG-JM-CRED-1215,MIG-JM-VENTA-1215,2026-02-07,2026-02-07,1,225,225,0,Venta origen: 1215 | Usuario origen: ALONDRA26 | Credito abonado origen: 225 | Status origen: 1
credit-note:1216,sale:1216,6,MIG-JM-CRED-1216,MIG-JM-VENTA-1216,2026-02-07,2026-02-07,1,225,225,0,Venta origen: 1216 | Usuario origen: ALONDRA26 | Credito abonado origen: 225 | Status origen: 1
credit-note:1217,sale:1217,58,MIG-JM-CRED-1217,MIG-JM-VENTA-1217,2026-02-07,2026-03-09,30,1992,1992,0,Venta origen: 1217 | Usuario origen: ALONDRA26 | Credito abonado origen: 1992 | Status origen: 1
credit-note:1218,sale:1218,2,MIG-JM-CRED-1218,MIG-JM-VENTA-1218,2026-02-07,2026-02-07,1,2320,2320,0,Venta origen: 1218 | Usuario origen: ALONDRA26 | Credito abonado origen: 2320 | Status origen: 1
credit-note:1219,sale:1219,2,MIG-JM-CRED-1219,MIG-JM-VENTA-1219,2026-02-09,2026-02-24,15,148,148,0,Venta origen: 1219 | Usuario origen: ALONDRA26 | Credito abonado origen: 148 | Status origen: 1
credit-note:1220,sale:1220,65,MIG-JM-CRED-1220,MIG-JM-VENTA-1220,2026-02-09,2026-03-11,30,17600,17600,0,Venta origen: 1220 | Usuario origen: ALONDRA26 | Credito abonado origen: 17600 | Status origen: 1
credit-note:1221,sale:1221,2,MIG-JM-CRED-1221,MIG-JM-VENTA-1221,2026-02-09,2026-02-24,15,6,6,0,Venta origen: 1221 | Usuario origen: ALONDRA26 | Credito abonado origen: 6 | Status origen: 1
credit-note:1222,sale:1222,7,MIG-JM-CRED-1222,MIG-JM-VENTA-1222,2026-02-09,2026-03-11,30,104,104,0,Venta origen: 1222 | Usuario origen: ALONDRA26 | Credito abonado origen: 104 | Status origen: 1
credit-note:1223,sale:1223,2,MIG-JM-CRED-1223,MIG-JM-VENTA-1223,2026-02-09,2026-02-24,15,70,70,0,Venta origen: 1223 | Usuario origen: ALONDRA26 | Credito abonado origen: 70 | Status origen: 1
credit-note:1224,sale:1224,65,MIG-JM-CRED-1224,MIG-JM-VENTA-1224,2026-02-09,2026-03-11,30,4000,4000,0,Venta origen: 1224 | Usuario origen: ALONDRA26 | Credito abonado origen: 4000 | Status origen: 1
credit-note:1225,sale:1225,7,MIG-JM-CRED-1225,MIG-JM-VENTA-1225,2026-02-09,2026-03-11,30,99,99,0,Venta origen: 1225 | Usuario origen: ALONDRA26 | Credito abonado origen: 99 | Status origen: 1
credit-note:1226,sale:1226,52,MIG-JM-CRED-1226,MIG-JM-VENTA-1226,2026-02-09,2026-03-11,30,4700,4700,0,Venta origen: 1226 | Usuario origen: ALONDRA26 | Credito abonado origen: 4700 | Status origen: 1
credit-note:1227,sale:1227,56,MIG-JM-CRED-1227,MIG-JM-VENTA-1227,2026-02-10,2026-03-12,30,9300,9300,0,Venta origen: 1227 | Usuario origen: ALONDRA26 | Credito abonado origen: 9300 | Status origen: 1
credit-note:1228,sale:1228,2,MIG-JM-CRED-1228,MIG-JM-VENTA-1228,2026-02-10,2026-02-25,15,18,18,0,Venta origen: 1228 | Usuario origen: ALONDRA26 | Credito abonado origen: 18 | Status origen: 1
credit-note:1229,sale:1229,30,MIG-JM-CRED-1229,MIG-JM-VENTA-1229,2026-02-10,2026-03-12,30,3200,3200,0,Venta origen: 1229 | Usuario origen: ALONDRA26 | Credito abonado origen: 3200 | Status origen: 1
credit-note:1230,sale:1230,2,MIG-JM-CRED-1230,MIG-JM-VENTA-1230,2026-02-10,2026-02-25,15,3516,3516,0,Venta origen: 1230 | Usuario origen: ALONDRA26 | Credito abonado origen: 3516 | Status origen: 1
credit-note:1231,sale:1231,5,MIG-JM-CRED-1231,MIG-JM-VENTA-1231,2026-02-10,2026-02-25,15,3600,3600,0,Venta origen: 1231 | Usuario origen: ALONDRA26 | Credito abonado origen: 3600 | Status origen: 1
credit-note:1232,sale:1232,64,MIG-JM-CRED-1232,MIG-JM-VENTA-1232,2026-02-10,2026-03-12,30,14997,14997,0,Venta origen: 1232 | Usuario origen: ALONDRA26 | Credito abonado origen: 14997 | Status origen: 1
credit-note:1233,sale:1233,53,MIG-JM-CRED-1233,MIG-JM-VENTA-1233,2026-02-10,2026-03-12,30,12975,12975,0,Venta origen: 1233 | Usuario origen: ALONDRA26 | Credito abonado origen: 12975 | Status origen: 1
credit-note:1234,sale:1234,53,MIG-JM-CRED-1234,MIG-JM-VENTA-1234,2026-02-10,2026-03-12,30,2005,2005,0,Venta origen: 1234 | Usuario origen: ALONDRA26 | Credito abonado origen: 2005 | Status origen: 1
credit-note:1235,sale:1235,53,MIG-JM-CRED-1235,MIG-JM-VENTA-1235,2026-02-10,2026-03-12,30,4200,4200,0,Venta origen: 1235 | Usuario origen: ALONDRA26 | Credito abonado origen: 4200 | Status origen: 1
credit-note:1236,sale:1236,53,MIG-JM-CRED-1236,MIG-JM-VENTA-1236,2026-02-10,2026-03-12,30,2200,2200,0,Venta origen: 1236 | Usuario origen: ALONDRA26 | Credito abonado origen: 2200 | Status origen: 1
credit-note:1237,sale:1237,5,MIG-JM-CRED-1237,MIG-JM-VENTA-1237,2026-02-10,2026-02-25,15,12800,12800,0,Venta origen: 1237 | Usuario origen: ALONDRA26 | Credito abonado origen: 12800 | Status origen: 1
credit-note:1238,sale:1238,75,MIG-JM-CRED-1238,MIG-JM-VENTA-1238,2026-02-11,2026-03-13,30,4700,4700,0,Venta origen: 1238 | Usuario origen: ALONDRA26 | Credito abonado origen: 4700 | Status origen: 1
credit-note:1239,sale:1239,49,MIG-JM-CRED-1239,MIG-JM-VENTA-1239,2026-02-11,2026-02-26,15,4200,4200,0,Venta origen: 1239 | Usuario origen: ALONDRA26 | Credito abonado origen: 4200 | Status origen: 1
credit-note:1240,sale:1240,76,MIG-JM-CRED-1240,MIG-JM-VENTA-1240,2026-02-11,2026-03-13,30,2830,2830,0,Venta origen: 1240 | Usuario origen: ALONDRA26 | Credito abonado origen: 2830 | Status origen: 1
credit-note:1241,sale:1241,52,MIG-JM-CRED-1241,MIG-JM-VENTA-1241,2026-02-11,2026-03-13,30,7700,7700,0,Venta origen: 1241 | Usuario origen: ALONDRA26 | Credito abonado origen: 7700 | Status origen: 1
credit-note:1242,sale:1242,27,MIG-JM-CRED-1242,MIG-JM-VENTA-1242,2026-02-11,2026-02-26,15,310,310,0,Venta origen: 1242 | Usuario origen: ALONDRA26 | Credito abonado origen: 310 | Status origen: 1
credit-note:1243,sale:1243,52,MIG-JM-CRED-1243,MIG-JM-VENTA-1243,2026-02-11,2026-03-13,30,3800,6338,0,Venta origen: 1243 | Usuario origen: ALONDRA26 | Credito abonado origen: 3800 | Status origen: 1
credit-note:1244,sale:1244,56,MIG-JM-CRED-1244,MIG-JM-VENTA-1244,2026-02-12,2026-03-14,30,10280,10280,0,Venta origen: 1244 | Usuario origen: ALONDRA26 | Credito abonado origen: 10280 | Status origen: 1
credit-note:1245,sale:1245,2,MIG-JM-CRED-1245,MIG-JM-VENTA-1245,2026-02-12,2026-02-27,15,2904,2904,0,Venta origen: 1245 | Usuario origen: ALONDRA26 | Credito abonado origen: 2904 | Status origen: 1
credit-note:1246,sale:1246,52,MIG-JM-CRED-1246,MIG-JM-VENTA-1246,2026-02-12,2026-03-14,30,4900,4900,0,Venta origen: 1246 | Usuario origen: ALONDRA26 | Credito abonado origen: 4900 | Status origen: 1
credit-note:1247,sale:1247,5,MIG-JM-CRED-1247,MIG-JM-VENTA-1247,2026-02-12,2026-02-27,15,7200,7200,0,Venta origen: 1247 | Usuario origen: ALONDRA26 | Credito abonado origen: 7200 | Status origen: 1
credit-note:1248,sale:1248,5,MIG-JM-CRED-1248,MIG-JM-VENTA-1248,2026-02-12,2026-02-27,15,3600,3600,0,Venta origen: 1248 | Usuario origen: ALONDRA26 | Credito abonado origen: 3600 | Status origen: 1
credit-note:1249,sale:1249,2,MIG-JM-CRED-1249,MIG-JM-VENTA-1249,2026-02-12,2026-02-27,15,600,600,0,Venta origen: 1249 | Usuario origen: ALONDRA26 | Credito abonado origen: 600 | Status origen: 1
credit-note:1250,sale:1250,7,MIG-JM-CRED-1250,MIG-JM-VENTA-1250,2026-02-12,2026-03-14,30,90,90,0,Venta origen: 1250 | Usuario origen: ALONDRA26 | Credito abonado origen: 90 | Status origen: 1
credit-note:1251,sale:1251,2,MIG-JM-CRED-1251,MIG-JM-VENTA-1251,2026-02-12,2026-02-27,15,100,100,0,Venta origen: 1251 | Usuario origen: ALONDRA26 | Credito abonado origen: 100 | Status origen: 1
credit-note:1252,sale:1252,2,MIG-JM-CRED-1252,MIG-JM-VENTA-1252,2026-02-12,2026-02-12,1,1855,1855,0,Venta origen: 1252 | Usuario origen: ALONDRA26 | Credito abonado origen: 1855 | Status origen: 1
credit-note:1253,sale:1253,2,MIG-JM-CRED-1253,MIG-JM-VENTA-1253,2026-02-12,2026-02-27,15,1405,1405,0,Venta origen: 1253 | Usuario origen: ALONDRA26 | Credito abonado origen: 1405 | Status origen: 1
credit-note:1254,sale:1254,35,MIG-JM-CRED-1254,MIG-JM-VENTA-1254,2026-02-13,2026-03-15,30,5150,5150,0,Venta origen: 1254 | Usuario origen: ALONDRA26 | Credito abonado origen: 5150 | Status origen: 1
credit-note:1255,sale:1255,48,MIG-JM-CRED-1255,MIG-JM-VENTA-1255,2026-02-13,2026-02-28,15,1470,1470,0,Venta origen: 1255 | Usuario origen: ALONDRA26 | Credito abonado origen: 1470 | Status origen: 1
credit-note:1256,sale:1256,2,MIG-JM-CRED-1256,MIG-JM-VENTA-1256,2026-02-13,2026-02-28,15,14,14,0,Venta origen: 1256 | Usuario origen: ALONDRA26 | Credito abonado origen: 14 | Status origen: 1
credit-note:1257,sale:1257,30,MIG-JM-CRED-1257,MIG-JM-VENTA-1257,2026-02-13,2026-03-15,30,1660,1660,0,Venta origen: 1257 | Usuario origen: ALONDRA26 | Credito abonado origen: 1660 | Status origen: 1
credit-note:1258,sale:1258,7,MIG-JM-CRED-1258,MIG-JM-VENTA-1258,2026-02-13,2026-03-15,30,62,62,0,Venta origen: 1258 | Usuario origen: ALONDRA26 | Credito abonado origen: 62 | Status origen: 1
credit-note:1259,sale:1259,47,MIG-JM-CRED-1259,MIG-JM-VENTA-1259,2026-02-13,2026-03-15,30,49,49,0,Venta origen: 1259 | Usuario origen: ALONDRA26 | Credito abonado origen: 49 | Status origen: 1
credit-note:1260,sale:1260,4,MIG-JM-CRED-1260,MIG-JM-VENTA-1260,2026-02-14,2026-03-16,30,4960,4960,0,Venta origen: 1260 | Usuario origen: ALONDRA26 | Credito abonado origen: 4960 | Status origen: 1
credit-note:1261,sale:1261,5,MIG-JM-CRED-1261,MIG-JM-VENTA-1261,2026-02-14,2026-03-01,15,3600,3600,0,Venta origen: 1261 | Usuario origen: ALONDRA26 | Credito abonado origen: 3600 | Status origen: 1
credit-note:1262,sale:1262,56,MIG-JM-CRED-1262,MIG-JM-VENTA-1262,2026-02-16,2026-03-18,30,9300,9300,0,Venta origen: 1262 | Usuario origen: ALONDRA26 | Credito abonado origen: 9300 | Status origen: 1
credit-note:1263,sale:1263,5,MIG-JM-CRED-1263,MIG-JM-VENTA-1263,2026-02-16,2026-03-03,15,7200,7200,0,Venta origen: 1263 | Usuario origen: ALONDRA26 | Credito abonado origen: 7200 | Status origen: 1
credit-note:1264,sale:1264,7,MIG-JM-CRED-1264,MIG-JM-VENTA-1264,2026-02-16,2026-03-18,30,119,119,0,Venta origen: 1264 | Usuario origen: ALONDRA26 | Credito abonado origen: 119 | Status origen: 1
credit-note:1265,sale:1265,53,MIG-JM-CRED-1265,MIG-JM-VENTA-1265,2026-02-16,2026-03-18,30,7841.5,7841.5,0,Venta origen: 1265 | Usuario origen: ALONDRA26 | Credito abonado origen: 7841.5 | Status origen: 1
credit-note:1266,sale:1266,6,MIG-JM-CRED-1266,MIG-JM-VENTA-1266,2026-02-16,2026-02-16,1,1040,1040,0,Venta origen: 1266 | Usuario origen: ALONDRA26 | Credito abonado origen: 1040 | Status origen: 1
credit-note:1267,sale:1267,53,MIG-JM-CRED-1267,MIG-JM-VENTA-1267,2026-02-16,2026-03-18,30,10320,10320,0,Venta origen: 1267 | Usuario origen: ALONDRA26 | Credito abonado origen: 10320 | Status origen: 1
credit-note:1268,sale:1268,53,MIG-JM-CRED-1268,MIG-JM-VENTA-1268,2026-02-16,2026-03-18,30,831,831,0,Venta origen: 1268 | Usuario origen: ALONDRA26 | Credito abonado origen: 831 | Status origen: 1
credit-note:1269,sale:1269,53,MIG-JM-CRED-1269,MIG-JM-VENTA-1269,2026-02-16,2026-03-18,30,11300,11300,0,Venta origen: 1269 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1270,sale:1270,8,MIG-JM-CRED-1270,MIG-JM-VENTA-1270,2026-02-16,2026-03-03,15,8400,8400,0,Venta origen: 1270 | Usuario origen: ALONDRA26 | Credito abonado origen: 8400 | Status origen: 1
credit-note:1271,sale:1271,2,MIG-JM-CRED-1271,MIG-JM-VENTA-1271,2026-02-16,2026-02-16,1,14,14,0,Venta origen: 1271 | Usuario origen: ALONDRA26 | Credito abonado origen: 14 | Status origen: 1
credit-note:1272,sale:1272,2,MIG-JM-CRED-1272,MIG-JM-VENTA-1272,2026-02-16,2026-03-03,15,750,750,0,Venta origen: 1272 | Usuario origen: ALONDRA26 | Credito abonado origen: 750 | Status origen: 1
credit-note:1273,sale:1273,2,MIG-JM-CRED-1273,MIG-JM-VENTA-1273,2026-02-16,2026-03-03,15,70,70,0,Venta origen: 1273 | Usuario origen: ALONDRA26 | Credito abonado origen: 70 | Status origen: 1
credit-note:1274,sale:1274,5,MIG-JM-CRED-1274,MIG-JM-VENTA-1274,2026-02-16,2026-03-03,15,9200,9200,0,Venta origen: 1274 | Usuario origen: ALONDRA26 | Credito abonado origen: 9200 | Status origen: 1
credit-note:1275,sale:1275,53,MIG-JM-CRED-1275,MIG-JM-VENTA-1275,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1275 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1276,sale:1276,53,MIG-JM-CRED-1276,MIG-JM-VENTA-1276,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1276 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1277,sale:1277,53,MIG-JM-CRED-1277,MIG-JM-VENTA-1277,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1277 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1278,sale:1278,52,MIG-JM-CRED-1278,MIG-JM-VENTA-1278,2026-02-17,2026-03-19,30,336,336,0,Venta origen: 1278 | Usuario origen: ALONDRA26 | Credito abonado origen: 336 | Status origen: 1
credit-note:1279,sale:1279,5,MIG-JM-CRED-1279,MIG-JM-VENTA-1279,2026-02-17,2026-03-04,15,2262,2262,0,Venta origen: 1279 | Usuario origen: ALONDRA26 | Credito abonado origen: 2262 | Status origen: 1
credit-note:1280,sale:1280,52,MIG-JM-CRED-1280,MIG-JM-VENTA-1280,2026-02-17,2026-03-19,30,52,52,0,Venta origen: 1280 | Usuario origen: ALONDRA26 | Credito abonado origen: 52 | Status origen: 1
credit-note:1281,sale:1281,30,MIG-JM-CRED-1281,MIG-JM-VENTA-1281,2026-02-17,2026-03-19,30,1660,1660,0,Venta origen: 1281 | Usuario origen: ALONDRA26 | Credito abonado origen: 1660 | Status origen: 1
credit-note:1282,sale:1282,8,MIG-JM-CRED-1282,MIG-JM-VENTA-1282,2026-02-17,2026-03-04,15,4000,4000,0,Venta origen: 1282 | Usuario origen: ALONDRA26 | Credito abonado origen: 4000 | Status origen: 1
credit-note:1283,sale:1283,21,MIG-JM-CRED-1283,MIG-JM-VENTA-1283,2026-02-17,2026-03-04,15,2427,2427,0,Venta origen: 1283 | Usuario origen: ALONDRA26 | Credito abonado origen: 2427 | Status origen: 1
credit-note:1284,sale:1284,2,MIG-JM-CRED-1284,MIG-JM-VENTA-1284,2026-02-17,2026-03-04,15,90,90,0,Venta origen: 1284 | Usuario origen: ALONDRA26 | Credito abonado origen: 90 | Status origen: 1
credit-note:1285,sale:1285,53,MIG-JM-CRED-1285,MIG-JM-VENTA-1285,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1285 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1286,sale:1286,53,MIG-JM-CRED-1286,MIG-JM-VENTA-1286,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1286 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1287,sale:1287,53,MIG-JM-CRED-1287,MIG-JM-VENTA-1287,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1287 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1288,sale:1288,8,MIG-JM-CRED-1288,MIG-JM-VENTA-1288,2026-02-17,2026-03-04,15,49,49,0,Venta origen: 1288 | Usuario origen: Administrador | Credito abonado origen: 49 | Status origen: 1
credit-note:1289,sale:1289,53,MIG-JM-CRED-1289,MIG-JM-VENTA-1289,2026-02-17,2026-03-19,30,11300,11300,0,Venta origen: 1289 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1290,sale:1290,53,MIG-JM-CRED-1290,MIG-JM-VENTA-1290,2026-02-17,2026-03-19,30,5000,5000,0,Venta origen: 1290 | Usuario origen: ALONDRA26 | Credito abonado origen: 5000 | Status origen: 1
credit-note:1291,sale:1291,2,MIG-JM-CRED-1291,MIG-JM-VENTA-1291,2026-02-18,2026-03-05,15,5166,5166,0,Venta origen: 1291 | Usuario origen: ALONDRA26 | Credito abonado origen: 5166 | Status origen: 1
credit-note:1292,sale:1292,5,MIG-JM-CRED-1292,MIG-JM-VENTA-1292,2026-02-18,2026-03-05,15,4000,0,4000,Venta origen: 1292 | Usuario origen: ALONDRA26 | Credito abonado origen: 0 | Status origen: 0
credit-note:1293,sale:1293,5,MIG-JM-CRED-1293,MIG-JM-VENTA-1293,2026-02-18,2026-03-05,15,6400,0,6400,Venta origen: 1293 | Usuario origen: ALONDRA26 | Credito abonado origen: 0 | Status origen: 0
credit-note:1294,sale:1294,5,MIG-JM-CRED-1294,MIG-JM-VENTA-1294,2026-02-18,2026-03-05,15,5880,5880,0,Venta origen: 1294 | Usuario origen: ALONDRA26 | Credito abonado origen: 5880 | Status origen: 1
credit-note:1295,sale:1295,52,MIG-JM-CRED-1295,MIG-JM-VENTA-1295,2026-02-18,2026-03-20,30,12410,12410,0,Venta origen: 1295 | Usuario origen: ALONDRA26 | Credito abonado origen: 12410 | Status origen: 1
credit-note:1296,sale:1296,2,MIG-JM-CRED-1296,MIG-JM-VENTA-1296,2026-02-18,2026-03-05,15,125,125,0,Venta origen: 1296 | Usuario origen: ALONDRA26 | Credito abonado origen: 125 | Status origen: 1
credit-note:1297,sale:1297,53,MIG-JM-CRED-1297,MIG-JM-VENTA-1297,2026-02-18,2026-03-20,30,18350,18350,0,Venta origen: 1297 | Usuario origen: ALONDRA26 | Credito abonado origen: 18350 | Status origen: 1
credit-note:1298,sale:1298,7,MIG-JM-CRED-1298,MIG-JM-VENTA-1298,2026-02-18,2026-03-20,30,5,5,0,Venta origen: 1298 | Usuario origen: ALONDRA26 | Credito abonado origen: 5 | Status origen: 1
credit-note:1299,sale:1299,77,MIG-JM-CRED-1299,MIG-JM-VENTA-1299,2026-02-18,2026-03-05,15,7600,7600,0,Venta origen: 1299 | Usuario origen: ALONDRA26 | Credito abonado origen: 7600 | Status origen: 1
credit-note:1300,sale:1300,75,MIG-JM-CRED-1300,MIG-JM-VENTA-1300,2026-02-18,2026-03-20,30,13675,13675,0,Venta origen: 1300 | Usuario origen: ALONDRA26 | Credito abonado origen: 13675 | Status origen: 1
credit-note:1301,sale:1301,13,MIG-JM-CRED-1301,MIG-JM-VENTA-1301,2026-02-19,2026-03-06,15,8300,8300,0,Venta origen: 1301 | Usuario origen: ALONDRA26 | Credito abonado origen: 8300 | Status origen: 1
credit-note:1302,sale:1302,5,MIG-JM-CRED-1302,MIG-JM-VENTA-1302,2026-02-19,2026-03-06,15,8350,8350,0,Venta origen: 1302 | Usuario origen: ALONDRA26 | Credito abonado origen: 8350 | Status origen: 1
credit-note:1303,sale:1303,19,MIG-JM-CRED-1303,MIG-JM-VENTA-1303,2026-02-19,2026-03-06,15,3600,3600,0,Venta origen: 1303 | Usuario origen: ALONDRA26 | Credito abonado origen: 3600 | Status origen: 1
credit-note:1304,sale:1304,53,MIG-JM-CRED-1304,MIG-JM-VENTA-1304,2026-02-19,2026-03-21,30,11300,11300,0,Venta origen: 1304 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1305,sale:1305,53,MIG-JM-CRED-1305,MIG-JM-VENTA-1305,2026-02-19,2026-03-21,30,11300,11300,0,Venta origen: 1305 | Usuario origen: ALONDRA26 | Credito abonado origen: 11300 | Status origen: 1
credit-note:1306,sale:1306,52,MIG-JM-CRED-1306,MIG-JM-VENTA-1306,2026-02-19,2026-03-21,30,8900,8900,0,Venta origen: 1306 | Usuario origen: ALONDRA26 | Credito abonado origen: 8900 | Status origen: 1
credit-note:1307,sale:1307,56,MIG-JM-CRED-1307,MIG-JM-VENTA-1307,2026-02-19,2026-03-21,30,9300,9300,0,Venta origen: 1307 | Usuario origen: ALONDRA26 | Credito abonado origen: 9300 | Status origen: 1
credit-note:1308,sale:1308,58,MIG-JM-CRED-1308,MIG-JM-VENTA-1308,2026-02-19,2026-03-21,30,1754,1754,0,Venta origen: 1308 | Usuario origen: ALONDRA26 | Credito abonado origen: 1754 | Status origen: 1
credit-note:1309,sale:1309,52,MIG-JM-CRED-1309,MIG-JM-VENTA-1309,2026-02-19,2026-03-21,30,4700,4700,0,Venta origen: 1309 | Usuario origen: ALONDRA26 | Credito abonado origen: 4700 | Status origen: 1
