legacy_id,branch_legacy_id,customer_legacy_id,payment_method,price_type,subtotal,discount_amount,total,delivery_address,notes,created_by,created_at,deleted_at,delete_note,coupon_code,wallet_used,credit_used,cash_received,payment_type_audit,split_payment_method,split_payment_amount
1551,branch:default,5,EFECTIVO,MENUDEO,900,0,900,CEN COMER,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 900 | Fecha limite origen: 2026-04-05 | Dias restantes origen: 15 | Status origen: 1,,2026-03-21 14:27:56,,,,0,0,900,[],,0
1552,branch:default,8,EFECTIVO,MENUDEO,90,0,90,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 90 | Fecha limite origen: 2026-04-05 | Dias restantes origen: 15 | Status origen: 1,,2026-03-21 14:47:31,,,,0,0,90,[],,0
1553,branch:default,5,EFECTIVO,MENUDEO,900,0,900,CEN COMER,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 900 | Fecha limite origen: 2026-04-05 | Dias restantes origen: 15 | Status origen: 1,,2026-03-21 14:57:29,,,,0,0,900,[],,0
1554,branch:default,53,EFECTIVO,MENUDEO,14000,0,14000,AGAVINA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 14000 | Fecha limite origen: 2026-04-20 | Dias restantes origen: 30 | Status origen: 1,,2026-03-21 18:04:03,,,,0,0,14000,[],,0
1555,branch:default,84,EFECTIVO,MENUDEO,8450,0,8450,CRUCES,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 8450 | Dias restantes origen: 0 | Status origen: 1,,2026-03-21 18:37:54,,,,0,0,8450,[],,0
1556,branch:default,5,EFECTIVO,MENUDEO,7850,0,7850,CEN COMER,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 7850 | Fecha limite origen: 2026-04-07 | Dias restantes origen: 15 | Status origen: 1,,2026-03-23 13:34:14,,,,0,0,7850,[],,0
1557,branch:default,2,EFECTIVO,MENUDEO,2500,0,2500,POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2500 | Fecha limite origen: 2026-03-23 | Dias restantes origen: 0 | Status origen: 1,,2026-03-23 14:38:23,,,,0,0,2500,[],,0
1558,branch:default,2,EFECTIVO,MENUDEO,2500,0,2500,LAS POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2500 | Fecha limite origen: 2026-03-23 | Dias restantes origen: 0 | Status origen: 1,,2026-03-23 14:39:05,,,,0,0,2500,[],,0
1559,branch:default,2,EFECTIVO,MENUDEO,2800,0,2800,LAS POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2800 | Fecha limite origen: 2026-03-23 | Dias restantes origen: 0 | Status origen: 1,,2026-03-23 14:39:55,,,,0,0,2800,[],,0
1560,branch:default,5,EFECTIVO,MENUDEO,740,0,740,CEN COMER,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 740 | Fecha limite origen: 2026-04-07 | Dias restantes origen: 15 | Status origen: 1,,2026-03-23 15:04:35,,,,0,0,740,[],,0
1561,branch:default,21,EFECTIVO,MENUDEO,425,0,425,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 425 | Dias restantes origen: 0 | Status origen: 1,,2026-03-23 16:21:28,,,,0,0,425,[],,0
1562,branch:default,2,EFECTIVO,MENUDEO,23,0,23,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 23 | Dias restantes origen: 0 | Status origen: 1,,2026-03-23 19:46:41,,,,0,0,23,[],,0
1563,branch:default,85,EFECTIVO,MENUDEO,20029,0,20029,EL ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 20029 | Fecha limite origen: 2026-04-22 | Dias restantes origen: 30 | Status origen: 1,,2026-03-23 20:19:27,,,,0,0,20029,[],,0
1564,branch:default,85,EFECTIVO,MENUDEO,402,0,402,EL ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 402 | Fecha limite origen: 2026-04-22 | Dias restantes origen: 30 | Status origen: 1,,2026-03-23 21:59:38,,,,0,0,402,[],,0
1565,branch:default,2,EFECTIVO,MENUDEO,122,0,122,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 122 | Dias restantes origen: 0 | Status origen: 1,,2026-03-24 13:44:45,,,,0,0,122,[],,0
1566,branch:default,46,EFECTIVO,MENUDEO,3800,0,3800,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3800 | Fecha limite origen: 2026-04-23 | Dias restantes origen: 30 | Status origen: 1,,2026-03-24 14:26:08,,,,0,0,3800,[],,0
1567,branch:default,2,EFECTIVO,MENUDEO,32,0,32,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 32 | Dias restantes origen: 0 | Status origen: 1,,2026-03-24 14:28:18,,,,0,0,32,[],,0
1568,branch:default,8,EFECTIVO,MENUDEO,113,0,113,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 113 | Fecha limite origen: 2026-04-08 | Dias restantes origen: 15 | Status origen: 1,,2026-03-24 15:07:55,,,,0,0,113,[],,0
1569,branch:default,86,EFECTIVO,MENUDEO,450,0,450,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 450 | Fecha limite origen: 2026-04-23 | Dias restantes origen: 30 | Status origen: 1,,2026-03-24 15:48:28,,,,0,0,450,[],,0
1570,branch:default,2,EFECTIVO,MENUDEO,1154,0,1154,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1154 | Dias restantes origen: 0 | Status origen: 1,,2026-03-24 16:07:03,,,,0,0,1154,[],,0
1571,branch:default,56,EFECTIVO,MENUDEO,18600,0,18600,ESCUELA DE LAS POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 18600 | Fecha limite origen: 2026-04-23 | Dias restantes origen: 30 | Status origen: 1,,2026-03-24 18:05:03,,,,0,0,18600,[],,0
1572,branch:default,64,EFECTIVO,MENUDEO,11231,0,11231,SAN JOSE DE LA PAZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 11231 | Fecha limite origen: 2026-04-23 | Dias restantes origen: 30 | Status origen: 1,,2026-03-24 19:45:50,,,,0,0,11231,[],,0
1573,branch:default,18,EFECTIVO,MENUDEO,7420,0,7420,CRUCERO POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 7420 | Fecha limite origen: 2026-04-09 | Dias restantes origen: 15 | Status origen: 1,,2026-03-25 15:04:51,,,,0,0,7420,[],,0
1574,branch:default,44,EFECTIVO,MENUDEO,5000,0,5000,ARANDAS,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 5000 | Fecha limite origen: 2026-04-24 | Dias restantes origen: 30 | Status origen: 1,,2026-03-25 15:19:07,,,,0,0,5000,[],,0
1575,branch:default,21,EFECTIVO,MENUDEO,3340,0,3340,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3340 | Fecha limite origen: 2026-04-09 | Dias restantes origen: 15 | Status origen: 1,,2026-03-25 17:42:21,,,,0,0,3340,[],,0
1576,branch:default,79,EFECTIVO,MENUDEO,3800,0,3800,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3800 | Fecha limite origen: 2026-04-24 | Dias restantes origen: 30 | Status origen: 1,,2026-03-25 18:40:24,,,,0,0,3800,[],,0
1577,branch:default,85,EFECTIVO,MENUDEO,3360,0,3360,EL ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3360 | Fecha limite origen: 2026-04-24 | Dias restantes origen: 30 | Status origen: 1,,2026-03-25 19:47:06,,,,0,0,3360,[],,0
1578,branch:default,85,EFECTIVO,MENUDEO,3150,0,3150,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3150 | Fecha limite origen: 2026-04-24 | Dias restantes origen: 30 | Status origen: 1,,2026-03-25 20:10:06,,,,0,0,3150,[],,0
1579,branch:default,12,EFECTIVO,MENUDEO,12300,0,12300,AYOTLAN,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 12300 | Fecha limite origen: 2026-04-24 | Dias restantes origen: 30 | Status origen: 1,,2026-03-25 20:12:12,,,,0,0,12300,[],,0
1580,branch:default,2,EFECTIVO,MENUDEO,38,0,38,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 38 | Dias restantes origen: 0 | Status origen: 1,,2026-03-26 13:18:27,,,,0,0,38,[],,0
1581,branch:default,73,EFECTIVO,MENUDEO,19000,0,19000,SANTA MARIA DEL VALLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 19000 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 13:32:15,,,,0,0,19000,[],,0
1582,branch:default,73,EFECTIVO,MENUDEO,18500,0,18500,CASA DE LA KEBRADORA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 18500 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 13:33:36,,,,0,0,18500,[],,0
1583,branch:default,18,EFECTIVO,MENUDEO,3600,0,3600,CRUCERO POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3600 | Fecha limite origen: 2026-04-10 | Dias restantes origen: 15 | Status origen: 1,,2026-03-26 13:37:51,,,,0,0,3600,[],,0
1584,branch:default,78,EFECTIVO,MENUDEO,5560,0,5560,PALETERIA FRENTE A LA PREPA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 5560 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 14:39:59,,,,0,0,5560,[],,0
1585,branch:default,85,EFECTIVO,MENUDEO,2000,0,2000,ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2000 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 16:06:49,,,,0,0,2000,[],,0
1586,branch:default,85,EFECTIVO,MENUDEO,2000,0,2000,ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2000 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 16:07:25,,,,0,0,2000,[],,0
1587,branch:default,5,EFECTIVO,MENUDEO,3450,0,3450,CEN COMER,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3450 | Fecha limite origen: 2026-04-10 | Dias restantes origen: 15 | Status origen: 1,,2026-03-26 17:41:16,,,,0,0,3450,[],,0
1588,branch:default,79,EFECTIVO,MENUDEO,115,0,115,ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 115 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 18:21:24,,,,0,0,115,[],,0
1589,branch:default,87,EFECTIVO,MENUDEO,3700,0,3700,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3700 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 19:33:19,,,,0,0,3700,[],,0
1590,branch:default,87,EFECTIVO,MENUDEO,8300,0,8300,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 8300 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 19:56:02,,,,0,0,8300,[],,0
1591,branch:default,87,CREDITO,MENUDEO,16300,0,16300,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 0,,2026-03-26 20:23:49,,,,0,16300,0,[],,0
1592,branch:default,85,EFECTIVO,MENUDEO,1725,0,1725,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1725 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 21:04:17,,,,0,0,1725,[],,0
1593,branch:default,87,EFECTIVO,MENUDEO,1600,0,1600,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1600 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 22:11:26,,,,0,0,1600,[],,0
1594,branch:default,85,EFECTIVO,MENUDEO,2000,0,2000,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2000 | Fecha limite origen: 2026-04-25 | Dias restantes origen: 30 | Status origen: 1,,2026-03-26 22:47:26,,,,0,0,2000,[],,0
1595,branch:default,18,EFECTIVO,MENUDEO,10100,0,10100,CRUCERO POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 10100 | Fecha limite origen: 2026-04-11 | Dias restantes origen: 15 | Status origen: 1,,2026-03-27 13:24:48,,,,0,0,10100,[],,0
1596,branch:default,87,EFECTIVO,MENUDEO,14700,0,14700,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 14700 | Fecha limite origen: 2026-04-26 | Dias restantes origen: 30 | Status origen: 1,,2026-03-27 14:42:14,,,,0,0,14700,[],,0
1597,branch:default,21,EFECTIVO,MENUDEO,416,0,416,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 416 | Dias restantes origen: 0 | Status origen: 1,,2026-03-27 15:06:05,,,,0,0,416,[],,0
1598,branch:default,4,EFECTIVO,MENUDEO,4750,0,4750,LA CIERRITA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 4750 | Fecha limite origen: 2026-04-26 | Dias restantes origen: 30 | Status origen: 1,,2026-03-27 15:30:45,,,,0,0,4750,[],,0
1599,branch:default,19,EFECTIVO,MENUDEO,3600,0,3600,LA LEONERA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3600 | Fecha limite origen: 2026-04-11 | Dias restantes origen: 15 | Status origen: 1,,2026-03-27 15:31:14,,,,0,0,3600,[],,0
1600,branch:default,2,EFECTIVO,MENUDEO,354,0,354,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 354 | Fecha limite origen: 2026-03-27 | Dias restantes origen: 0 | Status origen: 1,,2026-03-27 15:47:02,,,,0,0,354,[],,0
1601,branch:default,21,EFECTIVO,MENUDEO,3150,0,3150,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 3150 | Fecha limite origen: 2026-04-11 | Dias restantes origen: 15 | Status origen: 1,,2026-03-27 20:01:13,,,,0,0,3150,[],,0
1602,branch:default,2,EFECTIVO,MENUDEO,860,0,860,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 860 | Fecha limite origen: 2026-03-27 | Dias restantes origen: 0 | Status origen: 1,,2026-03-27 22:12:14,,,,0,0,860,[],,0
1603,branch:default,85,EFECTIVO,MENUDEO,6694,0,6694,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 6694 | Fecha limite origen: 2026-04-26 | Dias restantes origen: 30 | Status origen: 1,,2026-03-27 22:59:13,,,,0,0,6694,[],,0
1604,branch:default,82,EFECTIVO,MENUDEO,90,0,90,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 90 | Dias restantes origen: 0 | Status origen: 1,,2026-03-28 14:50:04,,,,0,0,90,[],,0
1605,branch:default,88,EFECTIVO,MENUDEO,2200,0,2200,ROBLE,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 2200 | Fecha limite origen: 2026-04-12 | Dias restantes origen: 15 | Status origen: 1,,2026-03-28 15:23:16,,,,0,0,2200,[],,0
1606,branch:default,88,EFECTIVO,MENUDEO,2200,0,2200,ROBLE,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 2200 | Fecha limite origen: 2026-04-12 | Dias restantes origen: 15 | Status origen: 1,,2026-03-28 15:25:14,,,,0,0,2200,[],,0
1607,branch:default,21,CREDITO,MENUDEO,2350,0,2350,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 0 | Credito abonado origen: 0 | Fecha limite origen: 2026-04-12 | Dias restantes origen: 15 | Status origen: 0,,2026-03-28 15:32:02,,,,0,2350,0,[],,0
1608,branch:default,21,EFECTIVO,MENUDEO,21160,0,21160,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 21160 | Fecha limite origen: 2026-04-12 | Dias restantes origen: 15 | Status origen: 1,,2026-03-28 15:36:52,,,,0,0,21160,[],,0
1609,branch:default,5,EFECTIVO,MENUDEO,5196,0,5196,CEN COMER,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 5196 | Fecha limite origen: 2026-04-12 | Dias restantes origen: 15 | Status origen: 1,,2026-03-28 15:58:31,,,,0,0,5196,[],,0
1610,branch:default,2,EFECTIVO,MENUDEO,235,0,235,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 235 | Dias restantes origen: 0 | Status origen: 1,,2026-03-28 16:12:03,,,,0,0,235,[],,0
1611,branch:default,2,EFECTIVO,MENUDEO,118,0,118,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 118 | Dias restantes origen: 0 | Status origen: 1,,2026-03-28 16:30:59,,,,0,0,118,[],,0
1612,branch:default,2,EFECTIVO,MENUDEO,26,0,26,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 26 | Dias restantes origen: 0 | Status origen: 1,,2026-03-28 16:34:31,,,,0,0,26,[],,0
1613,branch:default,53,EFECTIVO,MENUDEO,7420,0,7420,AGAVINA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 7420 | Fecha limite origen: 2026-04-27 | Dias restantes origen: 30 | Status origen: 1,,2026-03-28 17:30:59,,,,0,0,7420,[],,0
1614,branch:default,53,EFECTIVO,MENUDEO,8400,0,8400,AGAVINA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 8400 | Fecha limite origen: 2026-04-27 | Dias restantes origen: 30 | Status origen: 1,,2026-03-28 17:54:25,,,,0,0,8400,[],,0
1615,branch:default,53,EFECTIVO,MENUDEO,12414.5,0,12414.5,AGAVINA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 12414.5 | Fecha limite origen: 2026-04-27 | Dias restantes origen: 30 | Status origen: 1,,2026-03-28 18:05:30,,,,0,0,12414.5,[],,0
1616,branch:default,2,EFECTIVO,MENUDEO,416,0,416,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 416 | Dias restantes origen: 0 | Status origen: 1,,2026-03-30 13:35:11,,,,0,0,416,[],,0
1617,branch:default,59,EFECTIVO,MENUDEO,125,0,125,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 125 | Fecha limite origen: 2026-04-29 | Dias restantes origen: 30 | Status origen: 1,,2026-03-30 14:12:51,,,,0,0,125,[],,0
1618,branch:default,5,EFECTIVO,MENUDEO,6900,0,6900,CEN COMER,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 6900 | Fecha limite origen: 2026-04-14 | Dias restantes origen: 15 | Status origen: 1,,2026-03-30 15:46:07,,,,0,0,6900,[],,0
1619,branch:default,89,EFECTIVO,MENUDEO,354,0,354,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 354 | Fecha limite origen: 2026-04-29 | Dias restantes origen: 30 | Status origen: 1,,2026-03-30 17:38:35,,,,0,0,354,[],,0
1620,branch:default,85,EFECTIVO,MENUDEO,3360,0,3360,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 3360 | Fecha limite origen: 2026-04-29 | Dias restantes origen: 30 | Status origen: 1,,2026-03-30 22:04:00,,,,0,0,3360,[],,0
1621,branch:default,85,EFECTIVO,MENUDEO,2200,0,2200,JESUS MARIA,Usuario origen: GRISELDA2026 | Liquidado origen: 1 | Credito abonado origen: 2200 | Fecha limite origen: 2026-04-29 | Dias restantes origen: 30 | Status origen: 1,,2026-03-30 22:20:42,,,,0,0,2200,[],,0
1622,branch:default,2,EFECTIVO,MENUDEO,2130,0,2130,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2130 | Fecha limite origen: 2026-03-31 | Dias restantes origen: 0 | Status origen: 1,,2026-03-31 13:57:17,,,,0,0,2130,[],,0
1623,branch:default,85,EFECTIVO,MENUDEO,2200,0,2200,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2200 | Fecha limite origen: 2026-04-30 | Dias restantes origen: 30 | Status origen: 1,,2026-03-31 14:03:33,,,,0,0,2200,[],,0
1624,branch:default,21,EFECTIVO,MENUDEO,7050,0,7050,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 7050 | Fecha limite origen: 2026-04-15 | Dias restantes origen: 15 | Status origen: 1,,2026-03-31 14:30:09,,,,0,0,7050,[],,0
1625,branch:default,67,EFECTIVO,MENUDEO,1950,0,1950,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1950 | Fecha limite origen: 2026-04-15 | Dias restantes origen: 15 | Status origen: 1,,2026-03-31 14:34:57,,,,0,0,1950,[],,0
1626,branch:default,46,EFECTIVO,MENUDEO,2200,0,2200,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2200 | Fecha limite origen: 2026-04-30 | Dias restantes origen: 30 | Status origen: 1,,2026-03-31 15:28:30,,,,0,0,2200,[],,0
1627,branch:default,85,EFECTIVO,MENUDEO,6150,0,6150,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 6150 | Fecha limite origen: 2026-04-30 | Dias restantes origen: 30 | Status origen: 1,,2026-03-31 16:00:56,,,,0,0,6150,[],,0
1628,branch:default,2,EFECTIVO,MENUDEO,19,0,19,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 19 | Dias restantes origen: 0 | Status origen: 1,,2026-03-31 16:12:50,,,,0,0,19,[],,0
1629,branch:default,5,EFECTIVO,MENUDEO,1664,0,1664,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1664 | Fecha limite origen: 2026-04-15 | Dias restantes origen: 15 | Status origen: 1,,2026-03-31 18:42:34,,,,0,0,1664,[],,0
1630,branch:default,89,EFECTIVO,MENUDEO,236,0,236,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 236 | Fecha limite origen: 2026-04-30 | Dias restantes origen: 30 | Status origen: 1,,2026-03-31 18:43:17,,,,0,0,236,[],,0
1631,branch:default,5,EFECTIVO,MENUDEO,900,0,900,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 900 | Fecha limite origen: 2026-04-15 | Dias restantes origen: 15 | Status origen: 1,,2026-03-31 19:27:28,,,,0,0,900,[],,0
1632,branch:default,5,EFECTIVO,MENUDEO,190,0,190,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 190 | Fecha limite origen: 2026-04-15 | Dias restantes origen: 15 | Status origen: 1,,2026-03-31 19:30:33,,,,0,0,190,[],,0
1633,branch:default,2,EFECTIVO,MENUDEO,60,0,60,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 60 | Fecha limite origen: 2026-04-01 | Dias restantes origen: 0 | Status origen: 1,,2026-04-01 14:26:26,,,,0,0,60,[],,0
1634,branch:default,2,EFECTIVO,MENUDEO,29,0,29,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 29 | Dias restantes origen: 0 | Status origen: 1,,2026-04-01 15:10:00,,,,0,0,29,[],,0
1635,branch:default,2,EFECTIVO,MENUDEO,13814,0,13814,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 13814 | Fecha limite origen: 2026-04-01 | Dias restantes origen: 0 | Status origen: 1,,2026-04-01 16:02:31,,,,0,0,13814,[],,0
1636,branch:default,19,EFECTIVO,MENUDEO,661,0,661,BLOQUERA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 661 | Fecha limite origen: 2026-04-16 | Dias restantes origen: 15 | Status origen: 1,,2026-04-01 16:12:43,,,,0,0,661,[],,0
1637,branch:default,85,EFECTIVO,MENUDEO,1920,0,1920,ROBLE,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1920 | Fecha limite origen: 2026-05-01 | Dias restantes origen: 30 | Status origen: 1,,2026-04-01 16:20:09,,,,0,0,1920,[],,0
1638,branch:default,12,EFECTIVO,MENUDEO,118,0,118,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 118 | Fecha limite origen: 2026-05-01 | Dias restantes origen: 30 | Status origen: 1,,2026-04-01 16:35:48,,,,0,0,118,[],,0
1639,branch:default,56,EFECTIVO,MENUDEO,10966,0,10966,ESCUELA DE LAS POMEZ,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 10966 | Fecha limite origen: 2026-05-01 | Dias restantes origen: 30 | Status origen: 1,,2026-04-01 17:29:52,,,,0,0,10966,[],,0
1640,branch:default,2,EFECTIVO,MENUDEO,90,0,90,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 90 | Fecha limite origen: 2026-04-01 | Dias restantes origen: 0 | Status origen: 1,,2026-04-01 18:40:06,,,,0,0,90,[],,0
1641,branch:default,2,EFECTIVO,MENUDEO,50,0,50,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 50 | Fecha limite origen: 2026-04-01 | Dias restantes origen: 0 | Status origen: 1,,2026-04-01 18:44:00,,,,0,0,50,[],,0
1642,branch:default,21,EFECTIVO,MENUDEO,8300,0,8300,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 8300 | Fecha limite origen: 2026-04-16 | Dias restantes origen: 15 | Status origen: 1,,2026-04-01 19:18:44,,,,0,0,8300,[],,0
1643,branch:default,85,EFECTIVO,MENUDEO,2000,0,2000,JESUS MARIA,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2000 | Fecha limite origen: 2026-05-01 | Dias restantes origen: 30 | Status origen: 1,,2026-04-01 20:15:53,,,,0,0,2000,[],,0
